Variable Name,Label,Value Labels,Level,Role,Type of data,Full Question
Q2_BINGO_105_2,Q2_BINGO_105:Variety of slots / side / instant win games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_105_3,Q2_BINGO_105:Progressive Jackpots quality,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_105_4,Q2_BINGO_105:Quality of chat hosts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_1,Q2_POKER_105:Variety of games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_2,"Q2_POKER_105:Variety & sizes of tournaments (including different speed types, sit & gos, free rolls, satellites)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_3,Q2_POKER_105:Number of players & tables,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_4,Q2_POKER_105:Bonuses / loyalty program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_5,Q2_POKER_105:Rake amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_6,Q2_POKER_105:Free Poker / Tutorials,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_7,Q2_POKER_105:Stakes amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_8,Q2_POKER_105:Special events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_9,"Q2_POKER_105:Platform (graphics, personalization, UX)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_105_10,Q2_POKER_105:Security & fraud prevention,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_105_1,Q2_OVERALL_105:Ease of Use,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_105_2,"Q2_OVERALL_105:Bonus & Promotions (based on bonus amount, free / deposit based /  wagering requirements)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_105_3,"Q2_OVERALL_105:Customer Support (accessibility, quality, responsiveness, problem solving)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_105_4,"Q2_OVERALL_105:Variety & Experience (variety of games, Odds, sporting events bets, special features, game experience, platform)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_105_5,"Q2_OVERALL_105:Deposit & Cashout ((ease, methods, time)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_105_6,"Q2_OVERALL_105:Jackpots / (Tournament Prize) (size, frequency, variety)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_106_1,Q2_CASHOUT_106:Cashout time,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_106_2,Q2_CASHOUT_106:Reverse time,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_106_3,Q2_CASHOUT_106:Weekend cashouts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_106_1,Q2_WITHDRAWAL_106:Withdrawal methods,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_106_2,Q2_WITHDRAWAL_106:Withdrawal speed,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_106_3,Q2_WITHDRAWAL_106:Withdrawal limit,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_106_1,Q2_BONUS_106:No-deposit bonus,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_106_2,Q2_BONUS_106:Deposit bonus,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_106_3,Q2_BONUS_106:Free Spins,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_106_4,Q2_BONUS_106:Wagering requirements,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_LOYALTY_106_1,Q2_LOYALTY_106:Existing users promotions,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_LOYALTY_106_2,Q2_LOYALTY_106:Loyalty / VIP program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_106_1,Q2_CS_106:24/7 support,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_106_2,Q2_CS_106:Toll-free phone,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_106_3,Q2_CS_106:Multi lingual,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_106_4,Q2_CS_106:Responsiveness to complaints,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_106_5,Q2_CS_106:Live chat,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_MOBILE_106_1,Q2_MOBILE_106:App,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_MOBILE_106_2,Q2_MOBILE_106:Responsive,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_106_1,Q2_CASINO_106:Variety of slots games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_106_2,Q2_CASINO_106:Variety of table games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_106_3,Q2_CASINO_106:Live casino,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_106_4,Q2_CASINO_106:Progressive Jackpots,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_106_1,Q2_SPORTS_BETTING_106:Variety sporting events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_106_2,"Q2_SPORTS_BETTING_106:Variety of non-sporting events (politics, reality shows, etc.)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_106_3,Q2_SPORTS_BETTING_106:Quality of Odds,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_106_4,Q2_SPORTS_BETTING_106:Progressive Jackpots,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_106_1,Q2_BINGO_106:Variety of bingo rooms (75ball & 90ball),1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_106_2,Q2_BINGO_106:Variety of slots / side / instant win games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_106_3,Q2_BINGO_106:Progressive Jackpots quality,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_106_4,Q2_BINGO_106:Quality of chat hosts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_1,Q2_POKER_106:Variety of games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_2,"Q2_POKER_106:Variety & sizes of tournaments (including different speed types, sit & gos, free rolls, satellites)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_3,Q2_POKER_106:Number of players & tables,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_4,Q2_POKER_106:Bonuses / loyalty program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_5,Q2_POKER_106:Rake amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_6,Q2_POKER_106:Free Poker / Tutorials,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_7,Q2_POKER_106:Stakes amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_8,Q2_POKER_106:Special events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_9,"Q2_POKER_106:Platform (graphics, personalization, UX)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_106_10,Q2_POKER_106:Security & fraud prevention,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_106_1,Q2_OVERALL_106:Ease of Use,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_106_2,"Q2_OVERALL_106:Bonus & Promotions (based on bonus amount, free / deposit based /  wagering requirements)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_106_3,"Q2_OVERALL_106:Customer Support (accessibility, quality, responsiveness, problem solving)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_106_4,"Q2_OVERALL_106:Variety & Experience (variety of games, Odds, sporting events bets, special features, game experience, platform)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
